Link,Title,Platform,Duration
/course/surviving-the-workplace-on-managing-stress-and-bu-43878,Workplace Wellbeing: How to Build Confidence and Manage Stress,futurelearn,1-5
/course/workplace-safety-essentials-21833,Workplace Essentials: Health and Safety,futurelearn,1-5
/course/the-universal-declaration-of-human-rights-12607,Defending Dignity: The Universal Declaration of Human Rights,futurelearn,1-5
/course/digital-skills-web-analytics-9779,Digital Skills: Web Analytics,futurelearn,1-5
/course/essential-skills-for-your-career-development-17483,Essential Skills for Your Career Development,futurelearn,1-5
/course/video-game-character-design-9063,Video Game Design and Development: Video Game Character Design,futurelearn,1-5
/course/point-prevalence-surveys-8264,Challenges in Antibiotic Resistance: Point Prevalence Surveys,futurelearn,1-5
/course/general-introduction-to-metal-additive-manufactur-22102,Introduction to Metal Additive Manufacturing (AM) Technology,futurelearn,1-5
/course/dead-interesting-45873,Dead Interesting: Uncovering Roman Britain in Old Museum Collections,futurelearn,1-5
/course/fall-in-love-with-mandarin-19181,Fall in Love with Mandarin,futurelearn,1-5
/course/youth-mental-health-during-covid-19-19713,Anxiety in Children and Young People during COVID-19,futurelearn,1-5
/course/fraud-investigation-making-a-difference-15125,Fraud Investigation: Making a Difference,futurelearn,1-5
/course/learn-to-code-for-the-web-17489,Learn to Code for the Web,futurelearn,1-5
/course/basic-first-aid-8375,Basic First Aid: How to Be an Everyday Hero,futurelearn,1-5
/course/be-a-dentist-54350,Becoming a Dentist,futurelearn,1-5
/course/so-you-want-to-study-life-science-7098,So You Want to Study Life Science?,futurelearn,1-5
/course/healthy-eating-117531,A Beginner’s Guide to Healthy Eating,futurelearn,1-5
/course/psychological-first-aid-for-children-and-young-pe-33654,Psychological First Aid: Supporting Children and Young People,futurelearn,1-5
/course/building-human-connection-in-a-digital-world-21454,Building Human Connection in a Digital World,futurelearn,1-5
/course/womens-health-after-motherhood-16847,Women’s Health After Motherhood,futurelearn,1-5
/course/exercises-for-rheumatoid-arthritis-in-hands-a-cou-53860,Rheumatoid Arthritis: Exercises for Hands,futurelearn,1-5
/course/solving-inequality-in-education-21455,Solving Inequality in Education,futurelearn,1-5
/course/the-grasp-best-practice-advice-intervention-for-p-104084,GRASP Best Practice Advice and Exercise Programme for Shoulder Pain,futurelearn,1-5
/course/guide-for-nurses-on-meeting-fundamental-care-need-117496,A Guide for Nurses on Meeting the Fundamental Care Needs of Patients in Hospital with COVID-19 and other Conditions,futurelearn,1-5
/course/turning-climate-anxiety-into-positive-action-21457,Turn Climate Anxiety into Positive Action,futurelearn,1-5
/course/clinical-empathy-11989,Developing Clinical Empathy: Making a Difference in Patient Care,futurelearn,1-5
/course/loss-of-a-baby-from-a-multiple-pregnancy-the-butt-58276,Loss of a Baby in Multiple Pregnancy: Supporting Grieving Parents,futurelearn,1-5
/course/organ-donation-11750,Organ Donation: The Essentials for Healthcare Professionals,futurelearn,1-5
/course/covid19-low-resource-primary-care-20154,COVID-19 in Africa: Managing the Outbreak in Primary Care Settings,futurelearn,1-5
/course/eating-while-enjoying-life-15172,Nutrition: Eating to Live Well,futurelearn,1-5
/course/artificial-intelligence-for-healthcare-opportunit-13302,Artificial Intelligence for Healthcare: Opportunities and Challenges,futurelearn,1-5
/course/food-technology-health-and-safety-102570,"Food Technology, Health and Safety",futurelearn,1-5
/course/sustainable-solutions-in-low-resource-healthcare--21466,Medical Equipment Donations to Low Resource Settings,futurelearn,1-5
/course/lyme-disease-management-and-prevention-97398,Lyme Disease: Prevention and Management,futurelearn,1-5
/course/respecting-our-differences-online-21456,Respecting Our Differences Online,futurelearn,1-5
/course/lets-learn-portuguese-language-25387,Let's Learn Portuguese Language,futurelearn,1-5
/course/let-s-learn-portuguese-language-basic-conversatio-116855,Let’s Learn Portuguese Language: Basic Conversation Skills,futurelearn,1-5
/course/research-ethics-and-vulnerability-ethical-researc-41001,Research Ethics and Vulnerability:  Ethical Research in Adults with Impaired Decision-Making Capacity,futurelearn,1-5
/course/let-s-learn-thai-language-2-108425,Let’s Learn Thai Language: Basic Conversation Skills,futurelearn,1-5
/course/know-your-learners-103564,Know Your Learners: Visualising Learning in Education,futurelearn,1-5
/course/introduction-to-sport-health-and-exercise-science-104404,"Introduction to Sport, Health, and Rehabilitation Sciences at University",futurelearn,1-5
/course/digital-skills-mobile-9782,Digital Skills: Mobile,futurelearn,1-5
/course/chinese-drama-injustice-to-dou-e-20409,Discover Chinese Drama: Understanding 'The Injustice to Dou E',futurelearn,1-5
/course/rshe-statutory-requirements-20177,"Relationships, Sex and Health Education (RSHE) in the UK",futurelearn,1-5
/course/video-game-music-8765,Video Game Design and Development: A Bit-by-Bit History of Video Game Music: Video Game Sound and Music,futurelearn,1-5
/course/creating-an-inclusive-classroom-approaches-to-sup-17163,Creating an Inclusive Classroom: Approaches to Supporting Learners with SEND in Computing,futurelearn,1-5
/course/introduction-to-creative-ai-19295,Introduction to Creative AI,futurelearn,1-5
/course/introduction-to-virtual-reality-20088,"Introduction to Virtual, Augmented and Mixed Reality",futurelearn,1-5
/course/digital-politics-80467,Digital Politics: Digital Activism and Cyber Warfare,futurelearn,1-5
/course/preventing-and-managing-infections-in-childcare-a-20846,Preventing and Managing Infections in Childcare and Pre-school,futurelearn,1-5
/course/exploring-body-neutrality-jameela-jamil-32806,Exploring Body Neutrality and Body Image with Jameela Jamil,futurelearn,1-5
/course/the-role-of-vaccines-in-preventing-infectious-dis-13368,The Role of Vaccines in Preventing Infectious Diseases and Antimicrobial Resistance,futurelearn,1-5
/course/an-introduction-to-physical-computing-19560,Introduction to Physical Computing,futurelearn,1-5
/course/introduction-to-ux-and-accessible-design-19296,Introduction to UX and Accessible Design,futurelearn,1-5
/course/professional-etiquette-36563,Business Etiquette: Master Communication and Soft Skills,futurelearn,1-5
/course/social-care-covid-19-20080,Social Care During COVID-19: Coping with Self-Isolation and Social Distancing,futurelearn,1-5
/course/work-ready-skills-36564,"Work Ready Skills: Job Searches, Writing a CV and Interviewing",futurelearn,1-5
/course/building-professional-networks-36562,Building Effective Professional Networks and Relationships,futurelearn,1-5
/course/designing-for-a-sustainable-future-48414,Designing for a Sustainable Future,futurelearn,1-5
/course/social-learning-collaboration-in-school-56657,Social Learning and Collaboration in School: Learning to thrive through play,futurelearn,1-5
/course/talking-about-cancer-5662,"Talking About Cancer: Reducing Risk, Early Detection and Myth-busting",futurelearn,1-5
/course/understanding-coercive-control-99174,Understanding Coercive Control,futurelearn,1-5
/course/introduction-to-conversational-interfaces-19563,Introduction to Conversational Interfaces,futurelearn,1-5
/course/exploring-sustainable-living-and-loving-with-mogl-33500,Exploring Sustainable Living and Loving with Mogli,futurelearn,1-5
/course/the-laws-of-digital-data-content-and-artificial-i-21122,"The Laws of Digital Data, Content and Artificial Intelligence (AI)",futurelearn,1-5
/course/workplace-health-and-safety-in-a-fitness-setting--92884,Personal Trainer's Toolkit: Workplace Health and Safety in a Fitness Setting,futurelearn,1-5
/course/sport-and-exercise-for-brain-health-85232,Sport and Exercise for Brain Health,futurelearn,1-5
/course/designing-for-a-diverse-and-inclusive-future-54132,Designing for a Diverse and Inclusive Future,futurelearn,1-5
/course/fitness-for-older-people-sc-92882,Personal Trainer's Toolkit: Developing Fitness Programs for Older People,futurelearn,1-5
/course/power-dressing-in-the-zoom-era-22240,Power Dressing in the Zoom Era,futurelearn,1-5
/course/mental-health-for-fitness-sc-92881,Personal Trainer's Toolkit: Mental Health First Aid for Fitness Trainers,futurelearn,1-5
/course/exploring-intersectionality-and-what-makes-you-un-36580,Exploring Intersectionality and What Makes You Unique with Kiddy Smile,futurelearn,1-5
/course/outdoor-fitness-business-sc-92879,Personal Trainer's Toolkit: Build an Outdoor Fitness Business,futurelearn,1-5
/course/an-introduction-to-breast-feeding-for-medical-stu-22472,Introduction to Breastfeeding for Medical Students,futurelearn,1-5
/course/introduction-to-indie-games-20091,Introduction to Indie Games,futurelearn,1-5
/course/designing-for-a-future-where-no-one-feels-sociall-56937,Designing for a Future Where No One Feels Socially Isolated,futurelearn,1-5
/course/pep-talk-supporting-young-people-mental-health-41094,Youth Mental Health: Supporting Young People Using a Trauma Informed Practice,futurelearn,1-5
/course/globalbusinessmasterclass-110423,How to Become a Business Executive,futurelearn,1-5
/course/mental-health-construction-21617,Mental Health in Construction,futurelearn,1-5
/course/exploring-mentorship-and-community-change-with-th-36586,Exploring Mentorship and Community Change with the Compton Cowboys,futurelearn,1-5
/course/how-to-use-data-in-assessment-for-learning-116854,How to Use Data in Assessment for Learning,futurelearn,1-5
/course/tackling-antibiotic-resistance-dentists-21534,Tackling Antibiotic Resistance: What Should Dental Teams Do?,futurelearn,1-5
/course/procalcitonin-pct-as-a-biomarker-for-antimicrobia-22529,Procalcitonin: PCT as a Biomarker for Antimicrobial Stewardship,futurelearn,1-5
/course/digital-storytelling-the-blup-way-22074,Digital Marketing: Storytelling in the New Communication Landscape,futurelearn,1-5
/course/new-zealand-culture-and-conflict-a-museum-perspec-99000,"New Zealand History, Culture and Conflict: A Museum Perspective",futurelearn,1-5
/course/sustainability-in-organisational-value-creation-114652,Introduction to Sustainability and Business Value,futurelearn,1-5
/course/drone-safety-for-managers-uk-27209,Drone Safety for Managers (UK),futurelearn,1-5
/course/snow-why-it-matters-57593,Snow: What It Is and Why It Matters,futurelearn,1-5
/course/mindful-leadership-become-a-strong-leader-in-your-96548,The Goldie Hawn Foundation: Mindful Leadership,futurelearn,1-5
/course/biodiversity-guardianship-and-the-natural-history-98951,"Biodiversity, Guardianship, and the Natural History of New Zealand: A Museum Perspective",futurelearn,1-5
/course/costs-and-benefits-in-additive-manufacturing-econ-22481,Additive Manufacturing and 3D Printing: Costs Structures and Benefits,futurelearn,1-5
/course/using-film-for-literacy-teaching-21208,Using Film to Teach Literacy Online and in the Classroom,futurelearn,1-5
/course/governance-standards-part-a-introduction-and-gove-94637,Governance Standards Part A: Introduction and Governance Standards 1-3,futurelearn,1-5
/course/becoming-a-charity-member-what-you-should-know-93349,Becoming a Charity Board Member: What You Should Know,futurelearn,1-5
/course/improving-computing-classroom-practice-through-ac-20145,Improving Computing Classroom Practice Through Action Research,futurelearn,1-5
/course/how-to-build-a-brand-that-matters-22075,Social Impact in Business: How to Build a Brand that Matters,futurelearn,1-5
/course/climate-change-human-rights-58213,Championing Change: Human Rights and the Climate Crisis,futurelearn,1-5
/course/shaping-our-future-cities-bringing-nature-into-ur-59410,Bringing Urban Nature Into the Cities of Tomorrow,futurelearn,1-5
/course/governing-a-registered-charity-in-australia-94635,Governing a Registered Charity in Australia,futurelearn,1-5
/course/protect-the-protest-using-our-rights-to-freedom-o-96159,Protect the Protest: Using Our Rights to Freedom of Assembly and Expression,futurelearn,1-5
/course/reporting-obligations-of-your-charity-part-a-over-98223,Reporting Obligations of Your Charity Part A: Overview and Basic Financial Skills,futurelearn,1-5
/course/people-power-and-politics-influencing-political-d-107525,"People, Power, and Politics: Influencing Political Decision-Makers on Human Rights",futurelearn,1-5
/course/vulnerable-patient-32764,Infection Prevention for Vulnerable Patients,futurelearn,1-5
/course/mindfulness-through-film-86321,Mindfulness Through Film,futurelearn,1-5
/course/connecting-and-collaborating-across-the-culture-a-116858,Connecting Across the Culture and Heritage Sector in Aotearoa New Zealand,futurelearn,1-5
/course/drone-safety-27207,Drone Safety for Managers (Australia),futurelearn,1-5
/course/governance-standards-part-b-governance-standards--94638,Governance Standards Part B: Governance Standards 4-6 and How to Wind Up a Charity,futurelearn,1-5
/course/how-to-become-acnc-registered-charity-90274,How to Become an ACNC Registered Charity,futurelearn,1-5
/course/drone-safety-for-managers-latam-27211,Drone Safety for Managers (Latin America),futurelearn,1-5
/course/the-human-face-of-user-research-22072,The Human Face of User Research: How to do User Research Online and Offline,futurelearn,1-5
/course/supporting-individuals-with-health-conditions-cli-59223,Supporting Individuals with Health Conditions Into Work: The Role of the Clinical Team,futurelearn,1-5
/course/upcycling-and-the-circular-economy-ghanian-creati-94642,Upcycling and the Circular Economy: Ghanaian Creative Solutions to Global Textile Waste,futurelearn,1-5
/course/ethical-cities-and-localisation-of-the-sustainabl-59412,Creating Ethical and Sustainable Cities at the Local Level,futurelearn,1-5
/course/external-conduct-standards-for-charities-98222,External Conduct Standards for Charities,futurelearn,1-5
/course/drone-safety-for-managers-india-27210,Drone Safety for Managers (India),futurelearn,1-5
/course/competitive-edge-customer-experience-ai-22076,Using AI to Gain a Competitive Edge for your Customer Experience (CX),futurelearn,1-5
/course/successful-agile-for-digital-teams-22073,Successful Agile for Digital Teams,futurelearn,1-5
/course/the-acnc-how-we-help-you-89683,The ACNC: How We Help You,futurelearn,1-5
/course/leadingchange-110428,Leadership Skills and Change Management in Uncertain Times,futurelearn,1-5
/course/liveable-cities-place-health-and-mobility-59409,"City Liveability: The Intersections of Place, Mobility, and Health",futurelearn,1-5
/course/conversational-chinese-leisure-activities-and-dai-103558,Conversational Chinese: Leisure Activities and Daily Life,futurelearn,1-5
/course/step-into-social-care-21458,Step into Social Care,futurelearn,1-5
/course/step-into-construction-34338,Step into Construction,futurelearn,1-5
/course/step-into-digital-and-it-35769,Step into Digital Technologies,futurelearn,1-5
/course/google-my-business-complete-listing-optimisation--92255,Google My Business: Complete Listing Optimisation Training,futurelearn,1-5
/course/how-to-start-run-your-own-seo-business-from-home--92257,How To Start and Run Your Own SEO Business From Home: The Complete Blueprint,futurelearn,1-5
/course/decision-making-how-to-choose-the-right-problem-t-17486,Decision Making: How to Choose the Right Problem to Solve,futurelearn,1-5
/course/collaborative-working-in-a-remote-team-17494,Collaborative Working in a Remote Team,futurelearn,1-5
/course/create-a-social-media-marketing-campaign-17493,Create a Social Media Marketing Campaign,futurelearn,1-5
/course/wellbeing-and-resilience-at-work-17484,Wellbeing and Resilience at Work,futurelearn,1-5
/course/evidence-and-data-collection-for-problem-solving-17487,Evidence and Data Collection for Problem Solving,futurelearn,1-5
/course/how-to-create-great-online-content-17492,How to Create Great Online Content,futurelearn,1-5
/course/create-a-professional-online-presence-17491,Create a Professional Online Presence,futurelearn,1-5
/course/educational-neuroscience-20041,Orientation to Educational Neuroscience,futurelearn,1-5
/course/learning-and-memory-20042,Learning and Memory: Understandings from Educational Neuroscience,futurelearn,1-5
/course/presenting-your-work-with-impact-17496,Presenting Your Work with Impact: Presentation Skills Training,futurelearn,1-5
/course/investing-in-the-new-normal-61406,How to Invest: Modern-Day Financial Decisions,futurelearn,1-5
/course/global-shocks-45952,Global Shocks: How to Manage Change in the Global Business Environment,futurelearn,1-5
/course/how-to-start-run-your-own-seo-business-from-home-21831,How To Start and Run Your Own SEO Business From Home: The Complete Blueprint,futurelearn,1-5
/course/creating-a-great-user-experience-for-mobile-apps-17490,Creating a Great User Experience for Mobile Apps,futurelearn,1-5
/course/neuroleadership-20039,Neuroleadership and Conceptual Approaches in Educational Neuroscience,futurelearn,1-5
/course/learn-about-current-digital-workplace-trends-17482,Learn about Current Digital Workplace Trends,futurelearn,1-5
/course/google-my-business-complete-listing-optimisation--21591,Google My Business: Complete Listing Optimisation Training,futurelearn,1-5
/course/neuroplasticians-and-neuromyths-20040,Neuroplasticians and Neuromyths,futurelearn,1-5
/course/get-creative-with-people-to-solve-problems-17485,Get Creative with People to Solve Problems,futurelearn,1-5
/course/te-reo-maori-45879,Te Reo Māori: Introduction to Pronunciation,futurelearn,1-5
/course/english-in-early-childhood-how-children-learn-32661,English in Early Childhood: Learning Language Through Play,futurelearn,1-5
/course/outdoor-fitness-business-57590,Personal Trainer's Toolkit: Build an Outdoor Fitness Business,futurelearn,1-5
/course/mental-health-for-fitness-57595,Personal Trainer's Toolkit: Mental Health First Aid for Fitness Trainers,futurelearn,1-5
/course/fitness-for-older-people-57596,Personal Trainer's Toolkit: Developing Fitness Programs for Older People,futurelearn,1-5
/course/workplace-health-and-safety-in-a-fitness-setting-57599,Personal Trainer's Toolkit: Workplace Health and Safety in a Fitness Setting,futurelearn,1-5
/course/internet-of-things-iot-and-sustainability-45225,Internet of Things (IoT) and Sustainability,futurelearn,1-5
/course/leading-sustainable-org-and-communities-45876,Leading Sustainable Communities and Organisations,futurelearn,1-5
/course/a-beginners-guide-to-scrum-project-management-97445,A Beginner’s Guide to Scrum Project Management,futurelearn,1-5
/course/how-to-use-graded-readers-in-the-english-language-119181,How to Use Graded Readers in the English Language Classroom,futurelearn,1-5
/course/introduction-to-learning-and-the-role-of-a-traine-34056,Workplace Training: Introduction to the Training Cycle,futurelearn,1-5
/course/agile-project-management-with-jira-for-beginners-97447,Agile Project Management with Jira for Beginners,futurelearn,1-5
/course/how-to-teach-english-pronunciation-98952,How to Teach English Pronunciation,futurelearn,1-5
/course/hands-on-password-attacks-and-security-32653,Advanced Cyber Security Training: Hands-On Password Attacks,futurelearn,1-5
/course/budgeting-final-assessment-98220,Budgeting: Final Assessment,futurelearn,1-5
/course/introduction-fashion-brand-marketing-retailing-98992,Introduction to Fashion Brand Marketing and Retailing,futurelearn,1-5
/course/how-to-develop-critical-thinking-skills-99630,How to Develop Critical Thinking Skills,futurelearn,1-5
/course/introduction-to-human-cells-the-basis-of-life-102522,The Basis of Life: Understanding Human Cells,futurelearn,1-5
/course/basic-first-aid-for-animals-and-pets-110329,Basic First Aid for Animals and Pets,futurelearn,1-5
/course/cyber-security-awareness-and-solutions-98720,Cyber Security Awareness and Solutions,futurelearn,1-5
/course/introduction-fashion-marketing-research-98991,Introduction to Fashion Marketing and Research,futurelearn,1-5
/course/a-beginners-guide-to-vcs-and-git-102596,A Beginner’s Guide to VCS and Git,futurelearn,1-5
/course/introduction-business-intelligence-data-analytics-105177,Introduction to Business Intelligence and Data Analytics,futurelearn,1-5
/course/how-to-improve-your-negotiation-skills-110311,How to Improve Your Negotiation Skills,futurelearn,1-5
/course/recruitment-selection-induction-basics-110396,"Recruitment, Selection and Induction: The Basics",futurelearn,1-5
/course/careers-in-the-veterinary-industry-110490,Careers in the Veterinary Industry,futurelearn,1-5
/course/analyze-and-visualize-data-with-pivot-tables-53156,How to Use Pivot Tables to Analyse Data in Excel,futurelearn,1-5
/course/introduction-to-emerging-disruptive-technologies-94523,Harnessing Emerging Disruptive Technologies,futurelearn,1-5
/course/cloud-computing-for-beginners-96549,Cloud Computing for Beginners,futurelearn,1-5
/course/a-beginners-guide-to-c-and-net-96550,A Beginner's Guide to C# and .NET,futurelearn,1-5
/course/data-science-projects-and-applications-96560,Data Science Projects and Applications,futurelearn,1-5
/course/sales-advertising-ethics-fashion-industry-97438,Sales and Advertising Ethics in the Fashion Industry,futurelearn,1-5
/course/business-law-fashion-industry-97441,Business Law and the Fashion Industry,futurelearn,1-5
/course/5g-and-wireless-communication-for-beginners-98716,Introduction to 5G and Wireless Mobile Communications,futurelearn,1-5
/course/understanding-english-sentence-structure-and-punc-104406,Understanding English Punctuation: Commonly used Punctuation Marks,futurelearn,1-5
/course/active-listening-effective-communicator-110395,Active Listening: How to Be an Effective Communicator,futurelearn,1-5
/course/event-management-conferences-basics-110386,Event Management for Conferences: the Basics,futurelearn,1-5
/course/veterinary-administration-managing-a-veterinary-p-110637,Veterinary Administration: Managing a Veterinary Practice,futurelearn,1-5
/course/health-and-safety-in-veterinary-services-110638,Health and Safety in Veterinary Services,futurelearn,1-5
/course/veterinary-administration-admission-triage-110639,Veterinary Administration: Admission and Triage,futurelearn,1-5
/course/workforce-planning-research-implementation-119177,Workforce Planning: Research and Implementation the Basics,futurelearn,1-5
/course/english-in-early-childhood-how-to-talk-to-young-c-32662,English in Early Childhood: Context and Communication,futurelearn,1-5
/course/english-in-early-childhood-how-to-plan-early-lang-32663,English in Early Childhood: How Happy Children Learn,futurelearn,1-5
/course/the-worlds-greatest-innovations-5006,Innovation: the World's Greatest,futurelearn,1-5
/course/sleep-deprivation-16935,"Sleep Deprivation: Habits, Solutions and Strategies Teach-Out",futurelearn,1-5
/course/salud-de-la-mujer-en-el-postparto-20875,La Salud de la Mujeres en el Postparto,futurelearn,1-5
/course/covid19-understanding-the-research-40793,COVID-19: Understanding the Research Behind the Pandemic,futurelearn,1-5
/course/gratitude-teach-out-22241,Practicing Gratitude Teach-Out,futurelearn,1-5
/course/combating-disinformation-and-fake-news-21324,"Disinformation, Misinformation, and Fake News Teach-Out",futurelearn,1-5
/course/cryptocurrency-beyond-bitcoin-teach-out-40809,Cryptocurrency: Beyond Bitcoin Teach-Out,futurelearn,1-5
/course/unidentified-flying-objects-ufos-teach-out-61356,UFOs: Scanning the Skies Teach-Out,futurelearn,1-5
/course/power-of-social-media-effects-on-children-teach-o-74418,The Power of Social Media and Effects on Children Teach-Out,futurelearn,1-5
/course/sustainable-food-teach-out-57924,Sustainable Food Teach-Out,futurelearn,1-5
/course/extremism-teach-out-37616,Understanding and Addressing Extremism Teach-Out,futurelearn,1-5
/course/esports-teach-out-56594,Esports: Leveling Up Teach-Out,futurelearn,1-5
/course/arts-and-technology-17259,Arts and Technology Teach-Out,futurelearn,1-5
/course/earth-day-19092,Earth Day at 50 Teach-Out,futurelearn,1-5
/course/thrive-in-trying-times-19361,Thrive in Trying Times Teach-Out,futurelearn,1-5
/course/food-innovation-5005,Innovation: the Food Industry,futurelearn,1-5
/course/digital-skills-digital-marketing-9778,Digital Skills: Digital Marketing,futurelearn,1-5
/course/digital-skills-social-media-9777,Digital Skills: Social Media,futurelearn,1-5
/course/big-data-machine-learning-5421,Big Data: Statistical Inference and Machine Learning,futurelearn,1-5
/course/pandemics-modelling-and-policy-19501,"COVID-19: Pandemics, Modelling, and Policy",futurelearn,1-5
/course/futurelearn-scotland-and-wales-vote-2016-understanding-the-devolved-elections-4891,Scotland and Wales Vote 2016: Understanding the Devolved Elections,futurelearn,1-5
/course/creating-moments-of-joy-9409,Creating Moments of Joy for People with Alzheimer’s,futurelearn,1-5
/course/child-protection-teachers-11044,Child Protection for Teachers,futurelearn,1-5
/course/big-data-mathematical-modelling-5422,Big Data: Mathematical Modelling,futurelearn,1-5
/course/big-data-visualisation-5423,Big Data: Data Visualisation,futurelearn,1-5
/course/low-mood-during-covid-19-19547,COVID-19: Helping Young People Manage Low Mood and Depression,futurelearn,1-5
/course/global-systems-science-5190,Global Systems Science and Policy: an Introduction,futurelearn,1-5
/course/social-media-5792,The Power of Social Media,futurelearn,1-5
/course/big-data-decisions-5420,Big Data: from Data to Decisions,futurelearn,1-5
/course/peer-bullying-13362,Bullying in Schools: How Should Teachers Respond?,futurelearn,1-5
/course/kickstart-your-career-7626,Kickstart Your Career: Getting Ahead at University,futurelearn,1-5
/course/teaching-students-trauma-10581,Teaching Students Who Have Suffered Complex Trauma,futurelearn,1-5
/course/natural-disaster-safety-10575,Be Ready: Staying Safe During Disasters,futurelearn,1-5
/course/digital-skills-for-work-and-life-9776,Digital Skills: Digital Skills for Work and Life,futurelearn,1-5
/course/systems-thinking-complexity-7182,Systems Thinking and Complexity,futurelearn,1-5
/course/nhs-values-nursing-midwifery-7479,Understanding NHS Values: Becoming a Nurse or Midwife,futurelearn,1-5
/course/covid-19-adapting-child-protection-case-managemen-20057,COVID-19: Adapting Child Protection Case Management,futurelearn,1-5
/course/memory-of-war-11848,How We Remember War and Violence: Theory and Practice,futurelearn,1-5
/course/liveability-65151,"Melbourne, a most liveable city",futurelearn,1-5
/course/introduction-british-diplomacy-18043,Introduction to British Diplomacy,futurelearn,1-5
/course/laboratory-training-for-covid-19-molecular-testin-20179,Laboratory Training for COVID-19 Molecular Testing,futurelearn,1-5
/course/antibiotic-resistance-non-fermenting-gram-negativ-24320,Challenges in Antibiotic Resistance: Non-Fermenting Gram Negative Bacteria,futurelearn,1-5
/course/futurelearn-unlocking-film-rights-understanding-uk-copyright-5160,Unlocking Film Rights: Understanding UK Copyright,futurelearn,1-5
/course/futurelearn-improving-patient-care-a-data-driven-approach-8231,Improving Patient Care: a Data-driven Approach,futurelearn,1-5
/course/futurelearn-smart-advice-broadening-your-students-horizons-5743,Smart Advice: Broadening Your Students’ Horizons,futurelearn,1-5
/course/futurelearn-preparing-for-open-days-and-ucas-exhibitions-10609,Preparing for Open Days and UCAS Exhibitions,futurelearn,1-5
/course/data-science-google-analytics-11667,Introduction to Data Science with Google Analytics: Bridging Business and Technical Experts,futurelearn,1-5
